testo,pagina
"Dio, che molte volte e in diversi modi nei tempi antichi aveva parlato ai padri per mezzo dei profeti, ultimamente, in questi giorni, ha parlato a noi per mezzo del Figlio, che ha stabilito erede di tutte le cose e mediante il quale ha fatto anche il mondo. Egli è irradiazione della sua gloria e impronta della sua sostanza, e tutto sostiene con la sua parola potente. Dopo aver compiuto la purificazione dei peccati, sedette alla destra della maestà nell’alto dei cieli, divenuto tanto superiore agli angeli quanto più eccellente del loro è il nome che ha ereditato. Infatti, a quale degli angeli Dio ha mai detto: «Tu sei mio figlio, oggi ti ho generato»? E ancora: «Io sarò per lui padre ed egli sarà per me figlio»? Quando invece introduce il primogenito nel mondo, dice: «Lo adorino tutti gli angeli di Dio». Parola di Dio. SECONDA LETTURA Dio ha parlato a noi per mezzo del Figlio. Dalla lettera agli Ebrei 1, 1-6",57
"Alleluia, alleluia. Un giorno santo è spuntato per noi: venite tutti ad adorare il Signore; oggi una splendida luce è discesa sulla terra. Alleluia. In principio era il Verbo, e il Verbo era presso Dio e il Verbo era Dio. Egli era, in principio, presso Dio: tutto è stato fatto per mezzo di lui e senza di lui nulla è stato fatto di ciò che esiste. In lui era la vita e la vita era la luce degli uomini; la luce splende nelle tenebre e le tenebre non l’hanno vinta. Dal Vangelo secondo Giovanni 1, 1-18 VANGELO Il Verbo si fece carne e venne ad abitare in mezzo a noi. CANTO AL VANGELO",58
"Venne un uomo mandato da Dio: il suo nome era Giovanni. Egli venne come testimone per dare testimonianza alla luce, perché tutti credessero per mezzo di lui. Non era lui la luce, ma doveva dare testimonianza alla luce. Veniva nel mondo la luce vera, quella che illumina ogni uomo. Era nel mondo e il mondo è stato fatto per mezzo di lui; eppure il mondo non lo ha riconosciuto. Venne fra i suoi, e i suoi non lo hanno accolto. A quanti però lo hanno accolto ha dato potere di diventare figli di Dio: a quelli che credono nel suo nome, i quali, non da sangue né da volere di carne né da volere di uomo, ma da Dio sono stati generati. E il Verbo si fece carne e venne ad abitare in mezzo a noi; e noi abbiamo contemplato la sua gloria, gloria come del Figlio unigenito che viene dal Padre, pieno di grazia e di verità. Giovanni gli dà testimonianza e proclama: «Era di lui che io dissi:",59
"Colui che viene dopo di me è avanti a me, perché era prima di me». Dalla sua pienezza noi tutti abbiamo ricevuto: grazia su grazia. Perché la Legge fu data per mezzo di Mosè, la grazia e la verità vennero per mezzo di Gesù Cristo. Dio, nessuno lo ha mai visto: il Figlio unigenito, che è Dio ed è nel seno del Padre, è lui che lo ha rivelato. Parola del Signore. In principio era il Verbo, e il Verbo era presso Dio e il Verbo era Dio. Egli era, in principio, presso Dio: tutto è stato fatto per mezzo di lui e senza di lui nulla è stato fatto di ciò che esiste. Dal Vangelo secondo Giovanni 1, 1-5.9-14 Forma breve: Il Verbo si fece carne e venne ad abitare in mezzo a noi.",60
"In lui era la vita e la vita era la luce degli uomini; la luce splende nelle tenebre e le tenebre non l’hanno vinta. Veniva nel mondo la luce vera, quella che illumina ogni uomo. Era nel mondo e il mondo è stato fatto per mezzo di lui; eppure il mondo non lo ha riconosciuto. Venne fra i suoi, e i suoi non lo hanno accolto. A quanti però lo hanno accolto ha dato potere di diventare figli di Dio: a quelli che credono nel suo nome, i quali, non da sangue né da volere di carne né da volere di uomo, ma da Dio sono stati generati. E il Verbo si fece carne e venne ad abitare in mezzo a noi; e noi abbiamo contemplato la sua gloria, gloria come del Figlio unigenito che viene dal Padre, pieno di grazia e di verità. Parola del Signore.",61
"Al finir dell’anno Anna concepì e partorì un figlio e lo chiamò Samuèle, «perché – diceva – al Signore l’ho richiesto». Quando poi Elkanà andò con tutta la famiglia a offrire il sacrificio di ogni anno al Signore e a soddisfare il suo voto, Anna non andò, perché disse al marito: «Non verrò, finché il bambino non sia svezzato e io possa condurlo a vedere il volto del Signore; poi resterà là per sempre». Dopo averlo svezzato, lo portò con sé, con un giovenco di tre anni, un’efa di farina e un otre di vino, e lo introdusse nel tempio del Signore a Silo: era ancora un fanciullo. Immolato il giovenco, presentarono il fanciullo a Eli e lei disse: «Perdona, mio signore. Per la tua vita, mio signore, io sono quella donna che era stata qui presso di te a pregare il Signore. Per questo fanciullo ho pregato e il Signore mi ha concesso la grazia che gli ho richiesto. Anch’io lascio che il Signore lo richieda: per tutti i giorni della sua vita egli è richiesto per il Signore». E si prostrarono là davanti al Signore. Parola di Dio. PRIMA LETTURA Samuele per tutti i giorni della sua vita è richiesto per il Signore. Dal primo libro di Samuèle 1, 20-22.24-28 SANTA FAMIGLIA DI GESÙ MARIA E GIUSEPPE",62
"Beato chi abita nella tua casa, Signore. Quanto sono amabili le tue dimore, Signore degli eserciti! L’anima mia anela e desidera gli atri del Signore. Il mio cuore e la mia carne esultano nel Dio vivente. Beato chi abita nella tua casa: senza fine canta le tue lodi. Beato l’uomo che trova in te il suo rifugio e ha le tue vie nel suo cuore. Signore, Dio degli eserciti, ascolta la mia preghiera, porgi l’orecchio, Dio di Giacobbe. Guarda, o Dio, colui che è il nostro scudo, guarda il volto del tuo consacrato. SALMO RESPONSORIALE Dal Salmo 83 (84)",63
"Carissimi, vedete quale grande amore ci ha dato il Padre per essere chiamati figli di Dio, e lo siamo realmente! Per questo il mondo non ci conosce: perché non ha conosciuto lui. Carissimi, noi fin d’ora siamo figli di Dio, ma ciò che saremo non è stato ancora rivelato. Sappiamo però che quando egli si sarà manifestato, noi saremo simili a lui, perché lo vedremo così come egli è. Carissimi, se il nostro cuore non ci rimprovera nulla, abbiamo fiducia in Dio, e qualunque cosa chiediamo, la riceviamo da lui, perché osserviamo i suoi comandamenti e facciamo quello che gli è gradito. Questo è il suo comandamento: che crediamo nel nome del Figlio suo Gesù Cristo e ci amiamo gli uni gli altri, secondo il precetto che ci ha dato. Chi osserva i suoi comandamenti rimane in Dio e Dio in lui. In questo conosciamo che egli rimane in noi: dallo Spirito che ci ha dato. Parola di Dio. SECONDA LETTURA Siamo chiamati figli di Dio, e lo siamo realmente! Dalla prima lettera di san Giovanni apostolo 3, 1-2.21-24",64
"Igenitori di Gesù si recavano ogni anno a Gerusalemme per la festa di Pasqua. Quando egli ebbe dodici anni, vi salirono secondo la consuetudine della festa. Ma, trascorsi i giorni, mentre riprendevano la via del ritorno, il fanciullo Gesù rimase a Gerusalemme, senza che i genitori se ne accorgessero. Credendo che egli fosse nella comitiva, fecero una giornata di viaggio, e poi si misero a cercarlo tra i parenti e i conoscenti; non avendolo trovato, tornarono in cerca di lui a Gerusalemme. Dopo tre giorni lo trovarono nel tempio, seduto in mezzo ai maestri, mentre li ascoltava e li interrogava. E tutti quelli che Alleluia, alleluia. Apri, Signore, il nostro cuore e accoglieremo le parole del Figlio tuo. Alleluia. Dal Vangelo secondo Luca 2, 41-52 VANGELO Gesù è ritrovato dai genitori nel tempio in mezzo ai maestri. CANTO AL VANGELO Cf. At 16, 14b",65
"l’udivano erano pieni di stupore per la sua intelligenza e le sue risposte. Al vederlo restarono stupiti, e sua madre gli disse: «Figlio, perché ci hai fatto questo? Ecco, tuo padre e io, angosciati, ti cercavamo». Ed egli rispose loro: «Perché mi cercavate? Non sapevate che io devo occuparmi delle cose del Padre mio?». Ma essi non compresero ciò che aveva detto loro. Scese dunque con loro e venne a Nàzaret e stava loro sottomesso. Sua madre custodiva tutte queste cose nel suo cuore. E Gesù cresceva in sapienza, età e grazia davanti a Dio e agli uomini. Parola del Signore.",66
"Il Signore parlò a Mosè e disse: «Parla ad Aronne e ai suoi figli dicendo: “Così benedirete gli Israeliti: direte loro: Ti benedica il Signore e ti custodisca. Il Signore faccia risplendere per te il suo volto e ti faccia grazia. Il Signore rivolga a te il suo volto e ti conceda pace”. Così porranno il mio nome sugli Israeliti e io li benedirò». Parola di Dio. PRIMA LETTURA Porranno il mio nome sugli Israeliti e io li benedirò. Dal libro dei Numeri 6, 22-27 SOLENNITÀ DI MARIA SANTISSIMA MADRE DI DIO",67
"Dio abbia pietà di noi e ci benedica. Dio abbia pietà di noi e ci benedica, su di noi faccia splendere il suo volto; perché si conosca sulla terra la tua via, la tua salvezza fra tutte le genti. Gioiscano le nazioni e si rallegrino, perché tu giudichi i popoli con rettitudine, governi le nazioni sulla terra. Ti lodino i popoli, o Dio, ti lodino i popoli tutti. Ci benedica Dio e lo temano tutti i confini della terra. SALMO RESPONSORIALE Dal Salmo 66 (67)",68
"Alleluia, alleluia. Molte volte e in diversi modi nei tempi antichi Dio ha parlato ai padri per mezzo dei profeti, ultimamente, in questi giorni, ha parlato a noi per mezzo del Figlio. Alleluia. Fratelli, quando venne la pienezza del tempo, Dio mandò il suo Figlio, nato da donna, nato sotto la Legge, per riscattare quelli che erano sotto la Legge, perché ricevessimo l’adozione a figli. E che voi siete figli lo prova il fatto che Dio mandò nei nostri cuori lo Spirito del suo Figlio, il quale grida: «Abbà! Padre!». Quindi non sei più schiavo, ma figlio e, se figlio, sei anche erede per grazia di Dio. Parola di Dio. SECONDA LETTURA Dio mandò il suo Figlio, nato da donna. Dalla lettera di san Paolo apostolo ai Gàlati 4, 4-7 CANTO AL VANGELO Eb 1,1-2",71
"In quel tempo, [i pastori] andarono, senza indugio, e trovarono Maria e Giuseppe e il bambino, adagiato nella mangiatoia. E dopo averlo visto, riferirono ciò che del bambino era stato detto loro. Tutti quelli che udivano si stupirono delle cose dette loro dai pastori. Maria, da parte sua, custodiva tutte queste cose, meditandole nel suo cuore. I pastori se ne tornarono, glorificando e lodando Dio per tutto quello che avevano udito e visto, com’era stato detto loro. Quando furono compiuti gli otto giorni prescritti per la circoncisione, gli fu messo nome Gesù, come era stato chiamato dall’angelo prima che fosse concepito nel grembo. Parola del Signore. Dal Vangelo secondo Luca 2, 16-21 VANGELO I pastori trovarono Maria e Giuseppe e il bambino. Dopo otto giorni gli fu messo nome Gesù.",72
"La sapienza fa il proprio elogio, in Dio trova il proprio vanto, in mezzo al suo popolo proclama la sua gloria. Nell’assemblea dell’Altissimo apre la bocca, dinanzi alle sue schiere proclama la sua gloria, in mezzo al suo popolo viene esaltata, nella santa assemblea viene ammirata, nella moltitudine degli eletti trova la sua lode e tra i benedetti è benedetta, mentre dice: «Allora il creatore dell’universo mi diede un ordine, colui che mi ha creato mi fece piantare la tenda e mi disse: “Fissa la tenda in Giacobbe e prendi eredità in Israele, affonda le tue radici tra i miei eletti”. Prima dei secoli, fin dal principio, egli mi ha creata, per tutta l’eternità non verrò meno. Nella tenda santa davanti a lui ho officiato e così mi sono stabilita in Sion. PRIMA LETTURA La sapienza di Dio è venuta ad abitare nel popolo eletto. Dal libro del Siràcide 24, 1-4.12-16 (NV) [gr. 24, 1-2.8-12] II DOMENICA DOPO NATALE",73
"Nella città che egli ama mi ha fatto abitare e in Gerusalemme è il mio potere. Ho posto le radici in mezzo a un popolo glorioso, nella porzione del Signore è la mia eredità, nell’assemblea dei santi ho preso dimora». Parola di Dio. Il Verbo si è fatto carne e ha posto la sua dimora in mezzo a noi. Celebra il Signore, Gerusalemme, loda il tuo Dio, Sion, perché ha rinforzato le sbarre delle tue porte, in mezzo a te ha benedetto i tuoi figli. Egli mette pace nei tuoi confini e ti sazia con fiore di frumento. Manda sulla terra il suo messaggio: la sua parola corre veloce. Annuncia a Giacobbe la sua parola, i suoi decreti e i suoi giudizi a Israele. Così non ha fatto con nessun’altra nazione, non ha fatto conoscere loro i suoi giudizi. SALMO RESPONSORIALE Dal Salmo 147",74
"Benedetto Dio, Padre del Signore nostro Gesù Cristo, che ci ha benedetti con ogni benedizione spirituale nei cieli in Cristo. In lui ci ha scelti prima della creazione del mondo per essere santi e immacolati di fronte a lui nella carità, predestinandoci a essere per lui figli adottivi mediante Gesù Cristo, secondo il disegno d’amore della sua volontà, a lode dello splendore della sua grazia, di cui ci ha gratificati nel Figlio amato. Perciò anch’io [Paolo], avendo avuto notizia della vostra fede nel Signore Gesù e dell’amore che avete verso tutti i santi, continuamente rendo grazie per voi ricordandovi nelle mie preghiere, affinché il Dio del Signore nostro Gesù Cristo, il Padre della gloria, vi dia uno spirito di sapienza e di rivelazione per una profonda conoscenza di lui; illumini gli occhi del vostro cuore per farvi comprendere a quale speranza vi ha chiamati, quale tesoro di gloria racchiude la sua eredità fra i santi. Parola di Dio. SECONDA LETTURA Mediante Gesù, Dio ci ha predestinati a essere suoi figli adottivi. Dalla lettera di san Paolo apostolo agli Efesìni 1, 3-6.15-18",75
"Alleluia, alleluia. Gloria a te, o Cristo, annunciato a tutte le genti; gloria a te, o Cristo, creduto nel mondo. Alleluia. In principio era il Verbo, e il Verbo era presso Dio e il Verbo era Dio. Egli era, in principio, presso Dio: tutto è stato fatto per mezzo di lui e senza di lui nulla è stato fatto di ciò che esiste. In lui era la vita e la vita era la luce degli uomini; la luce splende nelle tenebre e le tenebre non l’hanno vinta. Dal Vangelo secondo Giovanni 1, 1-18 VANGELO Il Verbo si fece carne e venne ad abitare in mezzo a noi. CANTO AL VANGELO Cf. 1 Tm 3,16",76
"Venne un uomo mandato da Dio: il suo nome era Giovanni. Egli venne come testimone per dare testimonianza alla luce, perché tutti credessero per mezzo di lui. Non era lui la luce, ma doveva dare testimonianza alla luce. Veniva nel mondo la luce vera, quella che illumina ogni uomo. Era nel mondo e il mondo è stato fatto per mezzo di lui; eppure il mondo non lo ha riconosciuto. Venne fra i suoi, e i suoi non lo hanno accolto. A quanti però lo hanno accolto ha dato potere di diventare figli di Dio: a quelli che credono nel suo nome, i quali, non da sangue né da volere di carne né da volere di uomo, ma da Dio sono stati generati. E il Verbo si fece carne e venne ad abitare in mezzo a noi; e noi abbiamo contemplato la sua gloria, gloria come del Figlio unigenito che viene dal Padre, pieno di grazia e di verità. Giovanni gli dà testimonianza e proclama: «Era di lui che io dissi:",77
"Colui che viene dopo di me è avanti a me, perché era prima di me». Dalla sua pienezza noi tutti abbiamo ricevuto: grazia su grazia. Perché la Legge fu data per mezzo di Mosè, la grazia e la verità vennero per mezzo di Gesù Cristo. Dio, nessuno lo ha mai visto: il Figlio unigenito, che è Dio ed è nel seno del Padre, è lui che lo ha rivelato. Parola del Signore. In principio era il Verbo, e il Verbo era presso Dio e il Verbo era Dio. Egli era, in principio, presso Dio: tutto è stato fatto per mezzo di lui e senza di lui nulla è stato fatto di ciò che esiste. Dal Vangelo secondo Giovanni 1, 1-5.9-14 Forma breve: Il Verbo si fece carne e venne ad abitare in mezzo a noi.",78
