pagina,testo
120,"9-10-2007



1 GENNAIO

VANGELO
I pastori trovarono Maria e Giuseppe e il bambino.
Dopo otto giorni gli fu messo nome Gesù.

Dal Vangelo secondo Luca
2, 16-21

In quel tempo, [i pastori] andarono, senza indugio, e trovarono Maria e Giuseppe e il bambino,

adagiato nella mangiatoia. E dopo averlo visto,
riferirono ciò che del bambino era stato detto
loro.

Tutti quelli che udivano si stupirono delle cose dette loro dai
pastori. Maria, da parte sua, custodiva tutte queste cose,
meditandole nel suo cuore.
I pastori se ne tornarono, glorificando e lodando Dio per tutto
quello che avevano udito e visto, com’era stato detto loro.
Quando furono compiuti gli otto giorni prescritti per la circoncisione, gli fu messo nome Gesù, come era stato chiamato
dall’angelo prima che fosse concepito nel grembo.
Parola del Signore.
"
121,"9-10-2007



II DOMENICA
DOPO NATALE
PRIMA LETTURA
La sapienza di Dio è venuta ad abitare
nel popolo eletto.

Dal libro del Siràcide
24, 1-4.12-16 (NV) [gr. 24, 1-2.8-12]

La sapienza fa il proprio elogio,

in Dio trova il proprio vanto,
in mezzo al suo popolo proclama la sua gloria.
Nell’assemblea dell’Altissimo apre la bocca,
dinanzi alle sue schiere proclama la sua gloria,
in mezzo al suo popolo viene esaltata,
nella santa assemblea viene ammirata,
nella moltitudine degli eletti trova la sua lode
e tra i benedetti è benedetta, mentre dice:
«Allora il creatore dell’universo mi diede un ordine,
colui che mi ha creato mi fece piantare la tenda
e mi disse: “Fissa la tenda in Giacobbe
e prendi eredità in Israele,
affonda le tue radici tra i miei eletti”.
Prima dei secoli, fin dal principio, egli mi ha creata,
per tutta l’eternità non verrò meno.
Nella tenda santa davanti a lui ho officiato
e così mi sono stabilita in Sion.
"
122,"9-10-2007



TEMPO DI NATALE

Nella città che egli ama mi ha fatto abitare
e in Gerusalemme è il mio potere.
Ho posto le radici in mezzo a un popolo glorioso,
nella porzione del Signore è la mia eredità,
nell’assemblea dei santi ho preso dimora».
Parola di Dio.

SALMO RESPONSORIALE
Dal Salmo 147

Il Verbo si è fatto carne
e ha posto la sua dimora in mezzo a noi.
Celebra il Signore, Gerusalemme,
loda il tuo Dio, Sion,
perché ha rinforzato le sbarre delle tue porte,
in mezzo a te ha benedetto i tuoi figli.
Egli mette pace nei tuoi confini
e ti sazia con fiore di frumento.
Manda sulla terra il suo messaggio:
la sua parola corre veloce.
Annuncia a Giacobbe la sua parola,
i suoi decreti e i suoi giudizi a Israele.
Così non ha fatto con nessun’altra nazione,
non ha fatto conoscere loro i suoi giudizi.
"
123,"9-10-2007



II DOMENICA DOPO NATALE

SECONDA LETTURA

Mediante Gesù, Dio ci ha predestinati
a essere suoi figli adottivi.

Dalla lettera di san Paolo apostolo agli Efesìni
1, 3-6.15-18

Benedetto Dio, Padre del Signore nostro Gesù Cristo,

che ci ha benedetti con ogni benedizione spirituale
nei cieli in Cristo.
In lui ci ha scelti prima della creazione del mondo
per essere santi e immacolati di fronte a lui nella carità,
predestinandoci a essere per lui figli adottivi
mediante Gesù Cristo,
secondo il disegno d’amore della sua volontà,
a lode dello splendore della sua grazia,
di cui ci ha gratificati nel Figlio amato.
Perciò anch’io [Paolo], avendo avuto notizia della vostra fede
nel Signore Gesù e dell’amore che avete verso tutti i santi,
continuamente rendo grazie per voi ricordandovi nelle mie
preghiere, affinché il Dio del Signore nostro Gesù Cristo, il
Padre della gloria, vi dia uno spirito di sapienza e di rivelazione per una profonda conoscenza di lui; illumini gli occhi
del vostro cuore per farvi comprendere a quale speranza vi ha
chiamati, quale tesoro di gloria racchiude la sua eredità fra i
santi.
Parola di Dio.
"
124,"9-10-2007



TEMPO DI NATALE

CANTO AL VANGELO
Cf. 1 Tm 3,16

Alleluia, alleluia.
Gloria a te, o Cristo, annunciato a tutte le genti;
gloria a te, o Cristo, creduto nel mondo.
Alleluia.

VANGELO
Il Verbo si fece carne
e venne ad abitare in mezzo a noi.

Dal Vangelo secondo Giovanni
1, 1-18

In principio era il Verbo,

e il Verbo era presso Dio
e il Verbo era Dio.

Egli era, in principio, presso Dio:
tutto è stato fatto per mezzo di lui
e senza di lui nulla è stato fatto di ciò che esiste.
In lui era la vita
e la vita era la luce degli uomini;
la luce splende nelle tenebre
e le tenebre non l’hanno vinta.
"
125,"9-10-2007



II DOMENICA DOPO NATALE

Venne un uomo mandato da Dio:
il suo nome era Giovanni.
Egli venne come testimone
per dare testimonianza alla luce,
perché tutti credessero per mezzo di lui.
Non era lui la luce,
ma doveva dare testimonianza alla luce.
Veniva nel mondo la luce vera,
quella che illumina ogni uomo.
Era nel mondo
e il mondo è stato fatto per mezzo di lui;
eppure il mondo non lo ha riconosciuto.
Venne fra i suoi,
ha dato potere di diventare figli di Dio:
a quelli che credono nel suo nome,
i quali, non da sangue
né da volere di carne
né da volere di uomo,
ma da Dio sono stati generati.
E il Verbo si fece carne
e venne ad abitare in mezzo a noi;
e noi abbiamo contemplato la sua gloria,
gloria come del Figlio unigenito
che viene dal Padre,
pieno di grazia e di verità.
Giovanni gli dà testimonianza e proclama:
«Era di lui che io dissi:
"
126,"9-10-2007



TEMPO DI NATALE

Colui che viene dopo di me
è avanti a me,
perché era prima di me».
Dalla sua pienezza
noi tutti abbiamo ricevuto:
grazia su grazia.
Perché la Legge fu data per mezzo di Mosè,
la grazia e la verità vennero per mezzo di Gesù Cristo.
Dio, nessuno lo ha mai visto:
il Figlio unigenito, che è Dio
ed è nel seno del Padre,
è lui che lo ha rivelato.
Parola del Signore.

Forma breve:
Il Verbo si fece carne
e venne ad abitare in mezzo a noi.

Dal Vangelo secondo Giovanni
1, 1-5.9-14

In principio era il Verbo,

e il Verbo era presso Dio
e il Verbo era Dio.

Egli era, in principio, presso Dio:
tutto è stato fatto per mezzo di lui
e senza di lui nulla è stato fatto di ciò che esiste."
127,"9-10-2007



II DOMENICA DOPO NATALE

In lui era la vita
e la vita era la luce degli uomini;
la luce splende nelle tenebre
e le tenebre non l’hanno vinta.
Veniva nel mondo la luce vera,
quella che illumina ogni uomo.
Era nel mondo
e il mondo è stato fatto per mezzo di lui;
eppure il mondo non lo ha riconosciuto.
Venne fra i suoi,
ha dato potere di diventare figli di Dio:
a quelli che credono nel suo nome,
i quali, non da sangue
né da volere di carne
né da volere di uomo,
ma da Dio sono stati generati.
E il Verbo si fece carne
e venne ad abitare in mezzo a noi;
e noi abbiamo contemplato la sua gloria,
gloria come del Figlio unigenito
che viene dal Padre,
pieno di grazia e di verità.
Parola del Signore.
"
128,"9-10-2007



EPIFANIA
DEL SIGNORE
PRIMA LETTURA

La gloria del Signore brilla sopra di te.

Dal libro del profeta Isaìa
60, 1-6

Àlzati, rivestiti di luce, perché viene la tua luce,

la gloria del Signore brilla sopra di te.
Poiché, ecco, la tenebra ricopre la terra,
nebbia fitta avvolge i popoli;
ma su di te risplende il Signore,
la sua gloria appare su di te.
Cammineranno le genti alla tua luce,
i re allo splendore del tuo sorgere.
Alza gli occhi intorno e guarda:
tutti costoro si sono radunati, vengono a te.
I tuoi figli vengono da lontano,
le tue figlie sono portate in braccio.
Allora guarderai e sarai raggiante,
palpiterà e si dilaterà il tuo cuore,
perché l’abbondanza del mare si riverserà su di te,
verrà a te la ricchezza delle genti.
Uno stuolo di cammelli ti invaderà,
dromedari di Màdian e di Efa,
tutti verranno da Saba, portando oro e incenso
e proclamando le glorie del Signore.
Parola di Dio."
129,"9-10-2007



EPIFANIA DEL SIGNORE

SALMO RESPONSORIALE
Dal Salmo 71 (72)

Ti adoreranno, Signore, tutti i popoli della terra.
O Dio, affida al re il tuo diritto,
al figlio di re la tua giustizia;
egli giudichi il tuo popolo secondo giustizia
e i tuoi poveri secondo il diritto.
Nei suoi giorni fiorisca il giusto
e abbondi la pace,
finché non si spenga la luna.
E dòmini da mare a mare,
dal fiume sino ai confini della terra.
I re di Tarsis e delle isole portino tributi,
i re di Saba e di Seba offrano doni.
Tutti i re si prostrino a lui,
lo servano tutte le genti.
Perché egli libererà il misero che invoca
e il povero che non trova aiuto.
Abbia pietà del debole e del misero
e salvi la vita dei miseri.
"
130,"9-10-2007



TEMPO DI NATALE

SECONDA LETTURA

Ora è stato rivelato che tutte le genti sono chiamate,
in Cristo Gesù, a condividere la stessa eredità.

Dalla lettera di san Paolo apostolo agli Efesìni
3, 2-3a.5-6

Fratelli, penso che abbiate sentito parlare del ministero della grazia di Dio, a me affidato a vostro favore:

per rivelazione mi è stato fatto conoscere il mistero.

Esso non è stato manifestato agli uomini delle precedenti generazioni come ora è stato rivelato ai suoi santi apostoli e
profeti per mezzo dello Spirito: che le genti sono chiamate,
in Cristo Gesù, a condividere la stessa eredità, a formare lo
stesso corpo e ad essere partecipi della stessa promessa per
mezzo del Vangelo.
Parola di Dio.

CANTO AL VANGELO
Cf. Mt 2, 2

Alleluia, alleluia.
Abbiamo visto la sua stella in oriente
e siamo venuti per adorare il Signore.
Alleluia."
131,
132,"9-10-2007



EPIFANIA DEL SIGNORE

VANGELO

Siamo venuti dall’oriente per adorare il re.

Dal Vangelo secondo Matteo
2, 1-12

Nato Gesù a Betlemme di Giudea, al tempo del

re Erode, ecco, alcuni Magi vennero da oriente
a Gerusalemme e dicevano: «Dov’è colui che è
nato, il re dei Giudei? Abbiamo visto spuntare
la sua stella e siamo venuti ad adorarlo». All’udire questo, il re Erode restò turbato e con lui
tutta Gerusalemme. Riuniti tutti i capi dei sacerdoti e gli
scribi del popolo, si informava da loro sul luogo in cui doveva
nascere il Cristo. Gli risposero: «A Betlemme di Giudea, perché così è scritto per mezzo del profeta: “E tu, Betlemme, terra di Giuda, non sei davvero l’ultima delle città principali di
Giuda: da te infatti uscirà un capo che sarà il pastore del mio
popolo, Israele”».
Allora Erode, chiamati segretamente i Magi, si fece dire da loro con esattezza il tempo in cui era apparsa la stella e li inviò
a Betlemme dicendo: «Andate e informatevi accuratamente
sul bambino e, quando l’avrete trovato, fatemelo sapere, perché anch’io venga ad adorarlo».
Udito il re, essi partirono. Ed ecco, la stella, che avevano
visto spuntare, li precedeva, finché giunse e si fermò sopra il
luogo dove si trovava il bambino. Al vedere la stella, provarono una gioia grandissima. Entrati nella casa, videro il bambino con Maria sua madre, si prostrarono e lo adorarono. Poi"
133,"9-10-2007



TEMPO DI NATALE

aprirono i loro scrigni e gli offrirono in dono oro, incenso e
mirra. Avvertiti in sogno di non tornare da Erode, per un’altra
strada fecero ritorno al loro paese.
Parola del Signore.
"
134,"9-10-2007



DOMENICA DOPO L’EPIFANIA

BATTESIMO
DEL SIGNORE
PRIMA LETTURA

Ecco il mio servo di cui mi compiaccio.

Dal libro del profeta Isaìa
42, 1-4.6-7

Così dice il Signore:

«Ecco il mio servo che io sostengo,
il mio eletto di cui mi compiaccio.
Ho posto il mio spirito su di lui;
egli porterà il diritto alle nazioni.
Non griderà né alzerà il tono,
non farà udire in piazza la sua voce,
non spezzerà una canna incrinata,
non spegnerà uno stoppino dalla fiamma smorta;
proclamerà il diritto con verità.
Non verrà meno e non si abbatterà,
finché non avrà stabilito il diritto sulla terra,
e le isole attendono il suo insegnamento.
Io, il Signore, ti ho chiamato per la giustizia
e ti ho preso per mano;
ti ho formato e ti ho stabilito
come alleanza del popolo
e luce delle nazioni,
perché tu apra gli occhi ai ciechi"
135,"9-10-2007




e faccia uscire dal carcere i prigionieri,
dalla reclusione coloro che abitano nelle tenebre».
Parola di Dio.

SALMO RESPONSORIALE
Dal Salmo 28 (29)

Il Signore benedirà il suo popolo con la pace.
Date al Signore, figli di Dio,
date al Signore gloria e potenza.
Date al Signore la gloria del suo nome,
prostratevi al Signore nel suo atrio santo.
La voce del Signore è sopra le acque,
il Signore sulle grandi acque.
La voce del Signore è forza,
la voce del Signore è potenza.
Tuona il Dio della gloria,
nel suo tempio tutti dicono: «Gloria!».
Il Signore è seduto sull’oceano del cielo,
il Signore siede re per sempre."
136,
137,"9-10-2007



BATTESIMO DEL SIGNORE

SECONDA LETTURA

Dio consacrò in Spirito Santo Gesù di Nazaret.

Dagli Atti degli Apostoli
10, 34-38

In quei giorni, Pietro prese la parola e disse: «In verità sto rendendomi conto che Dio non fa preferenze

di persone, ma accoglie chi lo teme e pratica la giustizia, a qualunque nazione appartenga.
Questa è la Parola che egli ha inviato ai figli d’Israele, annunciando la pace per mezzo di Gesù Cristo: questi è il Signore di
tutti.
Voi sapete ciò che è accaduto in tutta la Giudea, cominciando
dalla Galilea, dopo il battesimo predicato da Giovanni; cioè
come Dio consacrò in Spirito Santo e potenza Gesù di Nàzaret,
il quale passò beneficando e risanando tutti coloro che stavano
sotto il potere del diavolo, perché Dio era con lui».
Parola di Dio.
CANTO AL VANGELO
Mc 9, 6

Alleluia, alleluia.
Si aprirono i cieli e la voce del Padre disse:
«Questi è il Figlio mio, l’amato: ascoltatelo!».
Alleluia."
138,"9-10-2007




VANGELO

Appena battezzato, Gesù vide
lo Spirito di Dio venire su di lui.

Dal Vangelo secondo Matteo
3, 13-17

In quel tempo, Gesù dalla Galilea venne al Giordano da Giovanni, per farsi battezzare da lui.


Giovanni però voleva impedirglielo, dicendo:
«Sono io che ho bisogno di essere battezzato
da te, e tu vieni da me?». Ma Gesù gli rispose:
«Lascia fare per ora, perché conviene che adempiamo ogni
giustizia». Allora egli lo lasciò fare.
Appena battezzato, Gesù uscì dall’acqua: ed ecco, si aprirono
per lui i cieli ed egli vide lo Spirito di Dio discendere come
una colomba e venire sopra di lui. Ed ecco una voce dal cielo
che diceva: «Questi è il Figlio mio, l’amato: in lui ho posto il
mio compiacimento».
Parola del Signore.
"
139,"9-10-2007



TEMPO
DI QUARESIMA"
140,9-10-2007
141,
142,"9-10-2007



I DOMENICA
DI QUARESIMA
PRIMA LETTURA

La creazione dei progenitori e il loro peccato.

Dal libro della Gènesi
2, 7-9; 3, 1-7

Il Signore Dio plasmò l’uomo con polvere del suolo e

soffiò nelle sue narici un alito di vita e l’uomo divenne un essere vivente.

Poi il Signore Dio piantò un giardino in Eden, a oriente, e vi
collocò l’uomo che aveva plasmato. Il Signore Dio fece germogliare dal suolo ogni sorta di alberi graditi alla vista e buoni
da mangiare, e l’albero della vita in mezzo al giardino e l’albero della conoscenza del bene e del male.
Il serpente era il più astuto di tutti gli animali selvatici che
Dio aveva fatto e disse alla donna: «È vero che Dio ha detto:
“Non dovete mangiare di alcun albero del giardino”?». Rispose la donna al serpente: «Dei frutti degli alberi del giardino
noi possiamo mangiare, ma del frutto dell’albero che sta in
mezzo al giardino Dio ha detto: “Non dovete mangiarne e non
lo dovete toccare, altrimenti morirete”». Ma il serpente disse
alla donna: «Non morirete affatto! Anzi, Dio sa che il giorno
in cui voi ne mangiaste si aprirebbero i vostri occhi e sareste
come Dio, conoscendo il bene e il male»."
143,"9-10-2007




Allora la donna vide che l’albero era buono da mangiare, gradevole agli occhi e desiderabile per acquistare saggezza; prese del suo frutto e ne mangiò, poi ne diede anche al marito,
che era con lei, e anch’egli ne mangiò. Allora si aprirono gli
occhi di tutti e due e conobbero di essere nudi; intrecciarono
foglie di fico e se ne fecero cinture.
Parola di Dio.

SALMO RESPONSORIALE
Dal Salmo 50 (51)

Perdonaci, Signore: abbiamo peccato.
Pietà di me, o Dio, nel tuo amore;
nella tua grande misericordia
cancella la mia iniquità.
Lavami tutto dalla mia colpa,
dal mio peccato rendimi puro.
Sì, le mie iniquità io le riconosco,
il mio peccato mi sta sempre dinanzi.
Contro di te, contro te solo ho peccato,
quello che è male ai tuoi occhi, io l’ho fatto.
Crea in me, o Dio, un cuore puro,
rinnova in me uno spirito saldo.
Non scacciarmi dalla tua presenza
e non privarmi del tuo santo spirito.
"
