testo,pagina
"cco ciò che il Signore fa sentire
all’estremità della terra:
«Dite alla figlia di Sion:
Ecco, arriva il tuo salvatore;
ecco, egli ha con sé il premio
e la sua ricompensa lo precede.
Li chiameranno Popolo santo,
Redenti del Signore.
E tu sarai chiamata Ricercata,
Città non abbandonata».
Parola di Dio.
PRIMA LETTURA
Ecco, arriva il tuo Salvatore.
Dal libro del profeta Isaìa
62, 11-12
NATALE
DEL SIGNORE
Alla Messa dell’aurora
E",53
"Oggi la luce risplende su di noi.
Il Signore regna: esulti la terra,
gioiscano le isole tutte.
Annunciano i cieli la sua giustizia
e tutti i popoli vedono la sua gloria.
Una luce è spuntata per il giusto,
una gioia per i retti di cuore.
Gioite, giusti, nel Signore,
della sua santità celebrate il ricordo.
SALMO RESPONSORIALE
Dal Salmo 96 (97)",54
"iglio mio, 
quando apparvero la bontà di Dio, salvatore nostro, 
e il suo amore per gli uomini, 
egli ci ha salvati, 
non per opere giuste da noi compiute, 
ma per la sua misericordia, 
con un’acqua che rigenera e rinnova nello Spirito Santo, 
che Dio ha effuso su di noi in abbondanza 
per mezzo di Gesù Cristo, salvatore nostro, 
affinché, giustificati per la sua grazia, 
diventassimo, nella speranza, eredi della vita eterna.
Parola di Dio.
Alleluia, alleluia.
Gloria a Dio nel più alto dei cieli
e sulla terra pace agli uomini, che egli ama.
Alleluia.
SECONDA LETTURA
Ci ha salvati per la sua misericordia.
CANTO AL VANGELO
Lc 2, 14
Dalla lettera di san Paolo apostolo a Tito
3, 4-7
F",55
"ppena gli angeli si furono allontanati da loro,
verso il cielo, i pastori dicevano l’un l’altro:
«Andiamo dunque fino a Betlemme, vediamo
questo avvenimento che il Signore ci ha fatto
conoscere». 
Andarono, senza indugio, e trovarono Maria e Giuseppe e il
bambino, adagiato nella mangiatoia. E dopo averlo visto, rife-
rirono ciò che del bambino era stato detto loro. 
Tutti quelli che udivano si stupirono delle cose dette loro dai
pastori. Maria, da parte sua, custodiva tutte queste cose, me-
ditandole nel suo cuore.
I pastori se ne tornarono, glorificando e lodando Dio per tutto
quello che avevano udito e visto, com’era stato detto loro.
Parola del Signore.
Dal Vangelo secondo Luca
2, 15-20
VANGELO
I pastori trovarono Maria e Giuseppe 
e il bambino.
A",56
"ome sono belli sui monti
i piedi del messaggero che annuncia la pace,
del messaggero di buone notizie
che annuncia la salvezza,
che dice a Sion: «Regna il tuo Dio».
Una voce! Le tue sentinelle alzano la voce,
insieme esultano,
poiché vedono con gli occhi
il ritorno del Signore a Sion.
Prorompete insieme in canti di gioia,
rovine di Gerusalemme,
perché il Signore ha consolato il suo popolo,
ha riscattato Gerusalemme.
Il Signore ha snudato il suo santo braccio
davanti a tutte le nazioni;
tutti i confini della terra vedranno
la salvezza del nostro Dio.
Parola di Dio.
PRIMA LETTURA
Tutti i confini della terra 
vedranno la salvezza del nostro Dio.
Dal libro del profeta Isaìa
52, 7-10
NATALE
DEL SIGNORE
Alla Messa del giorno
C",57
"Tutta la terra ha veduto la salvezza del nostro Dio.
Cantate al Signore un canto nuovo,
perché ha compiuto meraviglie.
Gli ha dato vittoria la sua destra
e il suo braccio santo.
Il Signore ha fatto conoscere la sua salvezza,
agli occhi delle genti ha rivelato la sua giustizia.
Egli si è ricordato del suo amore,
della sua fedeltà alla casa d’Israele.
Tutti i confini della terra hanno veduto
la vittoria del nostro Dio.
Acclami il Signore tutta la terra,
gridate, esultate, cantate inni!
Cantate inni al Signore con la cetra,
con la cetra e al suono di strumenti a corde;
con le trombe e al suono del corno
acclamate davanti al re, il Signore.
SALMO RESPONSORIALE
Dal Salmo 97 (98)",58
"io, che molte volte e in diversi modi nei tempi anti-
chi aveva parlato ai padri per mezzo dei profeti, ulti-
mamente, in questi giorni, ha parlato a noi per mez-
zo del Figlio, che ha stabilito erede di tutte le cose e median-
te il quale ha fatto anche il mondo.
Egli è irradiazione della sua gloria e impronta della sua so-
stanza, e tutto sostiene con la sua parola potente. Dopo aver
compiuto la purificazione dei peccati, sedette alla destra del-
la maestà nell’alto dei cieli, divenuto tanto superiore agli an-
geli quanto più eccellente del loro è il nome che ha ereditato.
Infatti, a quale degli angeli Dio ha mai detto: «Tu sei mio fi-
glio, oggi ti ho generato»? E ancora: «Io sarò per lui padre ed
egli sarà per me figlio»? Quando invece introduce il primoge-
nito nel mondo, dice: «Lo adorino tutti gli angeli di Dio».
Parola di Dio.
SECONDA LETTURA
Dio ha parlato a noi per mezzo del Figlio.
Dalla lettera agli Ebrei 
1, 1-6
D",59
"Alleluia, alleluia.
Un giorno santo è spuntato per noi: 
venite tutti ad adorare il Signore;
oggi una splendida luce è discesa sulla terra.
Alleluia.
n principio era il Verbo,
e il Verbo era presso Dio
e il Verbo era Dio.
Egli era, in principio, presso Dio:
tutto è stato fatto per mezzo di lui
e senza di lui nulla è stato fatto di ciò che esiste.
In lui era la vita
e la vita era la luce degli uomini;
la luce splende nelle tenebre
e le tenebre non l’hanno vinta.
Dal Vangelo secondo Giovanni
1, 1-18
VANGELO
Il Verbo si fece carne 
e venne ad abitare in mezzo a noi.
CANTO AL VANGELO
I",60
"Venne un uomo mandato da Dio:
il suo nome era Giovanni.
Egli venne come testimone
per dare testimonianza alla luce,
perché tutti credessero per mezzo di lui.
Non era lui la luce,
ma doveva dare testimonianza alla luce.
Veniva nel mondo la luce vera,
quella che illumina ogni uomo.
Era nel mondo
e il mondo è stato fatto per mezzo di lui;
eppure il mondo non lo ha riconosciuto.
Venne fra i suoi,
e i suoi non lo hanno accolto.
A quanti però lo hanno accolto
ha dato potere di diventare figli di Dio:
a quelli che credono nel suo nome,
i quali, non da sangue
né da volere di carne
né da volere di uomo,
ma da Dio sono stati generati.
E il Verbo si fece carne
e venne ad abitare in mezzo a noi;
e noi abbiamo contemplato la sua gloria,
gloria come del Figlio unigenito
che viene dal Padre,
pieno di grazia e di verità.
Giovanni gli dà testimonianza e proclama:
«Era di lui che io dissi:",61
"Colui che viene dopo di me
è avanti a me,
perché era prima di me».
Dalla sua pienezza
noi tutti abbiamo ricevuto:
grazia su grazia.
Perché la Legge fu data per mezzo di Mosè,
la grazia e la verità vennero per mezzo di Gesù Cristo.
Dio, nessuno lo ha mai visto:
il Figlio unigenito, che è Dio
ed è nel seno del Padre,
è lui che lo ha rivelato.
Parola del Signore.",62
"n principio era il Verbo,
e il Verbo era presso Dio
e il Verbo era Dio.
Egli era, in principio, presso Dio:
tutto è stato fatto per mezzo di lui
e senza di lui nulla è stato fatto di ciò che esiste.
In lui era la vita
e la vita era la luce degli uomini;
la luce splende nelle tenebre
e le tenebre non l’hanno vinta.
Veniva nel mondo la luce vera,
quella che illumina ogni uomo.
Era nel mondo
e il mondo è stato fatto per mezzo di lui;
eppure il mondo non lo ha riconosciuto.
Venne fra i suoi,
e i suoi non lo hanno accolto.
A quanti però lo hanno accolto
ha dato potere di diventare figli di Dio:
a quelli che credono nel suo nome,
i quali, non da sangue
né da volere di carne
Dal Vangelo secondo Giovanni
1, 1-5.9-14
Forma breve:
Il Verbo si fece carne 
e venne ad abitare in mezzo a noi.
I",63
"né da volere di uomo,
ma da Dio sono stati generati.
E il Verbo si fece carne
e venne ad abitare in mezzo a noi;
e noi abbiamo contemplato la sua gloria,
gloria come del Figlio unigenito
che viene dal Padre,
pieno di grazia e di verità.
Parola del Signore.",64
"n quei giorni, fu rivolta ad Abram, in visione, questa
parola del Signore: «Non temere, Abram. Io sono il
tuo scudo; la tua ricompensa sarà molto grande». Ri-
spose Abram: «Signore Dio, che cosa mi darai? Io me ne vado
senza figli e l’erede della mia casa è Elièzer di Damasco».
Soggiunse Abram: «Ecco, a me non hai dato discendenza e un
mio domestico sarà mio erede». Ed ecco, gli fu rivolta questa
parola dal Signore: «Non sarà costui il tuo erede, ma uno na-
to da te sarà il tuo erede». 
Poi lo condusse fuori e gli disse: «Guarda in cielo e conta le
stelle, se riesci a contarle» e soggiunse: «Tale sarà la tua di-
scendenza». 
Egli credette al Signore, che glielo accreditò come giustizia. 
Il Signore visitò Sara, come aveva detto, e fece a Sara come
aveva promesso. Sara concepì e partorì ad Abramo un figlio
nella vecchiaia, nel tempo che Dio aveva fissato. Abramo
chiamò Isacco il figlio che gli era nato, che Sara gli aveva
partorito.
Parola di Dio.
PRIMA LETTURA
Uno nato da te sarà tuo erede.
Dal libro della Gènesi
15, 1-6; 21, 1-3
SANTA FAMIGLIA DI GESÙ
MARIA E GIUSEPPE
I",65
"Il Signore è fedele al suo patto.
Rendete grazie al Signore e invocate il suo nome,
proclamate fra i popoli le sue opere.
A lui cantate, a lui inneggiate,
meditate tutte le sue meraviglie.
Gloriatevi del suo santo nome:
gioisca il cuore di chi cerca il Signore.
Cercate il Signore e la sua potenza,
ricercate sempre il suo volto.
Ricordate le meraviglie che ha compiuto,
i suoi prodigi e i giudizi della sua bocca,
voi, stirpe di Abramo, suo servo,
figli di Giacobbe, suo eletto.
Si è sempre ricordato della sua alleanza,
parola data per mille generazioni,
dell’alleanza stabilita con Abramo
e del suo giuramento a Isacco.
SALMO RESPONSORIALE
Dal Salmo 104 (105)",66
"ratelli, per fede, Abramo, chiamato da Dio, obbedì
partendo per un luogo che doveva ricevere in eredità,
e partì senza sapere dove andava.
Per fede, anche Sara, sebbene fuori dell’età, ricevette la pos-
sibilità di diventare madre, perché ritenne degno di fede co-
lui che glielo aveva promesso. Per questo da un uomo solo, e
inoltre già segnato dalla morte, nacque una discendenza nu-
merosa come le stelle del cielo e come la sabbia che si trova
lungo la spiaggia del mare e non si può contare.
Per fede, Abramo, messo alla prova, offrì Isacco, e proprio lui,
che aveva ricevuto le promesse, offrì il suo unigenito figlio, del
quale era stato detto: «Mediante Isacco avrai una tua discen-
denza». Egli pensava infatti che Dio è capace di far risorgere
anche dai morti: per questo lo riebbe anche come simbolo.
Parola di Dio.
SECONDA LETTURA
La fede di Abramo, di Sara e di Isacco.
Dalla lettera agli Ebrei
11, 8.11-12.17-19
F",67
"uando furono compiuti i giorni della loro purifi-
cazione rituale, secondo la legge di Mosè, [Ma-
ria e Giuseppe] portarono il bambino [Gesù] a
Gerusalemme per presentarlo al Signore – come
è scritto nella legge del Signore: «Ogni
maschio primogenito sarà sacro al Signore» –
e per offrire in sacrificio una coppia di tortore o due giovani
colombi, come prescrive la legge del Signore.
Dal Vangelo secondo Luca
2, 22-40
VANGELO
Il bambino cresceva pieno di sapienza.
CANTO AL VANGELO
Eb 1, 1-2
Alleluia, alleluia.
Molte volte e in diversi modi nei tempi antichi
Dio ha parlato ai padri per mezzo dei profeti, 
ultimamente, in questi giorni,
ha parlato a noi per mezzo del Figlio. 
Alleluia.
Q",68
"Ora a Gerusalemme c’era un uomo di nome Simeone, uomo
giusto e pio, che aspettava la consolazione d’Israele, e lo Spi-
rito Santo era su di lui. Lo Spirito Santo gli aveva preannun-
ciato che non avrebbe visto la morte senza prima aver veduto
il Cristo del Signore. Mosso dallo Spirito, si recò al tempio e,
mentre i genitori vi portavano il bambino Gesù per fare ciò
che la Legge prescriveva a suo riguardo, anch’egli lo accolse
tra le braccia e benedisse Dio, dicendo:
«Ora puoi lasciare, o Signore, che il tuo servo
vada in pace, secondo la tua parola,
perché i miei occhi hanno visto la tua salvezza,
preparata da te davanti a tutti i popoli:
luce per rivelarti alle genti
e gloria del tuo popolo, Israele».
Il padre e la madre di Gesù si stupivano delle cose che si di-
cevano di lui. Simeone li benedisse e a Maria, sua madre, dis-
se: «Ecco, egli è qui per la caduta e la risurrezione di molti in
Israele e come segno di contraddizione – e anche a te una
spada trafiggerà l’anima –, affinché siano svelati i pensieri di
molti cuori».
C’era anche una profetessa, Anna, figlia di Fanuèle, della
tribù di Aser. Era molto avanzata in età, aveva vissuto con il
marito sette anni dopo il suo matrimonio, era poi rimasta ve-
dova e ora aveva ottantaquattro anni. Non si allontanava mai
dal tempio, servendo Dio notte e giorno con digiuni e pre-
ghiere. Sopraggiunta in quel momento, si mise anche lei a lo-
dare Dio e parlava del bambino a quanti aspettavano la re-
denzione di Gerusalemme.
Quando ebbero adempiuto ogni cosa secondo la legge del Si-
gnore, fecero ritorno in Galilea, alla loro città di Nàzaret.",69
"Il bambino cresceva e si fortificava, pieno di sapienza, e la
grazia di Dio era su di lui.
Parola del Signore.
uando furono compiuti i giorni della loro pu-
rificazione rituale, secondo la legge di Mosè,
[Maria e Giuseppe] portarono il bambino [Ge-
sù] a Gerusalemme per presentarlo al Signore. 
Quando ebbero adempiuto ogni cosa secondo
la legge del Signore, fecero ritorno in Galilea, alla loro città
di Nàzaret. Il bambino cresceva e si fortificava, pieno di sa-
pienza, e la grazia di Dio era su di lui.
Parola del Signore.
Dal Vangelo secondo Luca
2, 22.39-40
Forma breve:
Il bambino cresceva pieno di sapienza.
Q",70
"l Signore parlò a Mosè e disse: «Parla ad Aronne e ai
suoi figli dicendo: “Così benedirete gli Israeliti:
direte loro:
Ti benedica il Signore
e ti custodisca.
Il Signore faccia risplendere per te il suo volto
e ti faccia grazia.
Il Signore rivolga a te il suo volto
e ti conceda pace”.
Così porranno il mio nome sugli Israeliti e io li benedirò».
Parola di Dio.
PRIMA LETTURA
Porranno il mio nome sugli Israeliti e io li benedirò.
Dal libro dei Numeri
6, 22-27
SOLENNITÀ DI MARIA SANTISSIMA
MADRE DI DIO
I",71
"Dio abbia pietà di noi e ci benedica.
Dio abbia pietà di noi e ci benedica,
su di noi faccia splendere il suo volto;
perché si conosca sulla terra la tua via,
la tua salvezza fra tutte le genti.
Gioiscano le nazioni e si rallegrino,
perché tu giudichi i popoli con rettitudine,
governi le nazioni sulla terra.
Ti lodino i popoli, o Dio,
ti lodino i popoli tutti.
Ci benedica Dio e lo temano
tutti i confini della terra.
SALMO RESPONSORIALE
Dal Salmo 66 (67)",72
"ratelli, quando venne la pienezza del tempo, Dio
mandò il suo Figlio, nato da donna, nato sotto la
Legge, per riscattare quelli che erano sotto la Legge,
perché ricevessimo l’adozione a figli. 
E che voi siete figli lo prova il fatto che Dio mandò nei nostri
cuori lo Spirito del suo Figlio, il quale grida: «Abbà! Padre!».
Quindi non sei più schiavo, ma figlio e, se figlio, sei anche
erede per grazia di Dio.
Parola di Dio.
Alleluia, alleluia.
Molte volte e in diversi modi nei tempi antichi
Dio ha parlato ai padri per mezzo dei profeti,
ultimamente, in questi giorni,
ha parlato a noi per mezzo del Figlio.
Alleluia.
SECONDA LETTURA
Dio mandò il suo Figlio, nato da donna.
CANTO AL VANGELO
Eb 1, 1-2
Dalla lettera di san Paolo apostolo ai Gàlati 
4, 4-7
F",75
"n quel tempo, [i pastori] andarono, senza indu-
gio, e trovarono Maria e Giuseppe e il bambino,
adagiato nella mangiatoia. E dopo averlo visto,
riferirono ciò che del bambino era stato detto
loro. 
Tutti quelli che udivano si stupirono delle cose dette loro dai
pastori. Maria, da parte sua, custodiva tutte queste cose, me-
ditandole nel suo cuore.
I pastori se ne tornarono, glorificando e lodando Dio per tut-
to quello che avevano udito e visto, com’era stato detto loro.
Quando furono compiuti gli otto giorni prescritti per la cir-
concisione, gli fu messo nome Gesù, come era stato chiamato
dall’angelo prima che fosse concepito nel grembo.
Parola del Signore.
Dal Vangelo secondo Luca
2, 16-21
VANGELO
I pastori trovarono Maria e Giuseppe e il bambino. 
Dopo otto giorni gli fu messo nome Gesù.
I",76
